     Energy       Flux            PL            PC          PL45
9.14000e+02  7.162e+10  9.822818e-01  0.000000e+00  0.000000e+00
9.16000e+02  7.090e+10  9.825078e-01  0.000000e+00  0.000000e+00
9.18000e+02  7.035e+10  9.827559e-01  0.000000e+00  0.000000e+00
9.20000e+02  6.970e+10  9.829587e-01  0.000000e+00  0.000000e+00
9.22000e+02  6.909e+10  9.831569e-01  0.000000e+00  0.000000e+00
9.24000e+02  6.868e+10  9.833913e-01  0.000000e+00  0.000000e+00
9.26000e+02  6.825e+10  9.835977e-01  0.000000e+00  0.000000e+00
9.28000e+02  6.776e+10  9.837754e-01  0.000000e+00  0.000000e+00
9.30000e+02  6.744e+10  9.839874e-01  0.000000e+00  0.000000e+00
9.32000e+02  6.719e+10  9.841961e-01  0.000000e+00  0.000000e+00
9.34000e+02  6.684e+10  9.843635e-01  0.000000e+00  0.000000e+00
9.36000e+02  6.659e+10  9.845490e-01  0.000000e+00  0.000000e+00
9.38000e+02  6.648e+10  9.847535e-01  0.000000e+00  0.000000e+00
9.40000e+02  6.628e+10  9.849190e-01  0.000000e+00  0.000000e+00
9.42000e+02  6.610e+10  9.850800e-01  0.000000e+00  0.000000e+00
9.44000e+02  6.609e+10  9.852717e-01  0.000000e+00  0.000000e+00
9.46000e+02  6.605e+10  9.854395e-01  0.000000e+00  0.000000e+00
9.48000e+02  6.594e+10  9.855827e-01  0.000000e+00  0.000000e+00
9.50000e+02  6.600e+10  9.857544e-01  0.000000e+00  0.000000e+00
9.52000e+02  6.611e+10  9.859232e-01  0.000000e+00  0.000000e+00
9.54000e+02  6.611e+10  9.860573e-01  0.000000e+00  0.000000e+00
9.56000e+02  6.621e+10  9.862060e-01  0.000000e+00  0.000000e+00
9.58000e+02  6.644e+10  9.863703e-01  0.000000e+00  0.000000e+00
9.60000e+02  6.658e+10  9.865022e-01  0.000000e+00  0.000000e+00
9.62000e+02  6.673e+10  9.866301e-01  0.000000e+00  0.000000e+00
9.64000e+02  6.704e+10  9.867827e-01  0.000000e+00  0.000000e+00
9.66000e+02  6.732e+10  9.869158e-01  0.000000e+00  0.000000e+00
9.68000e+02  6.754e+10  9.870286e-01  0.000000e+00  0.000000e+00
9.70000e+02  6.791e+10  9.871641e-01  0.000000e+00  0.000000e+00
9.72000e+02  6.833e+10  9.872971e-01  0.000000e+00  0.000000e+00
9.74000e+02  6.866e+10  9.874018e-01  0.000000e+00  0.000000e+00
9.76000e+02  6.907e+10  9.875180e-01  0.000000e+00  0.000000e+00
9.78000e+02  6.961e+10  9.876464e-01  0.000000e+00  0.000000e+00
9.80000e+02  7.006e+10  9.877487e-01  0.000000e+00  0.000000e+00
9.82000e+02  7.054e+10  9.878475e-01  0.000000e+00  0.000000e+00
9.84000e+02  7.116e+10  9.879657e-01  0.000000e+00  0.000000e+00
9.86000e+02  7.177e+10  9.880682e-01  0.000000e+00  0.000000e+00
9.88000e+02  7.232e+10  9.881543e-01  0.000000e+00  0.000000e+00
9.90000e+02  7.302e+10  9.882580e-01  0.000000e+00  0.000000e+00
9.92000e+02  7.377e+10  9.883596e-01  0.000000e+00  0.000000e+00
9.94000e+02  7.444e+10  9.884386e-01  0.000000e+00  0.000000e+00
9.96000e+02  7.520e+10  9.885263e-01  0.000000e+00  0.000000e+00
9.98000e+02  7.608e+10  9.886234e-01  0.000000e+00  0.000000e+00
1.00000e+03  7.690e+10  9.886997e-01  0.000000e+00  0.000000e+00
1.00200e+03  7.775e+10  9.887730e-01  0.000000e+00  0.000000e+00
1.00400e+03  7.874e+10  9.888611e-01  0.000000e+00  0.000000e+00
1.00600e+03  7.973e+10  9.889367e-01  0.000000e+00  0.000000e+00
1.00800e+03  8.069e+10  9.889993e-01  0.000000e+00  0.000000e+00
1.01000e+03  8.179e+10  9.890752e-01  0.000000e+00  0.000000e+00
1.01200e+03  8.296e+10  9.891490e-01  0.000000e+00  0.000000e+00
1.01400e+03  8.406e+10  9.892052e-01  0.000000e+00  0.000000e+00
1.01600e+03  8.527e+10  9.892678e-01  0.000000e+00  0.000000e+00
1.01800e+03  8.661e+10  9.893370e-01  0.000000e+00  0.000000e+00
1.02000e+03  8.791e+10  9.893901e-01  0.000000e+00  0.000000e+00
1.02200e+03  8.925e+10  9.894405e-01  0.000000e+00  0.000000e+00
1.02400e+03  9.075e+10  9.895017e-01  0.000000e+00  0.000000e+00
1.02600e+03  9.227e+10  9.895530e-01  0.000000e+00  0.000000e+00
1.02800e+03  9.378e+10  9.895940e-01  0.000000e+00  0.000000e+00
1.03000e+03  9.545e+10  9.896446e-01  0.000000e+00  0.000000e+00
1.03200e+03  9.721e+10  9.896932e-01  0.000000e+00  0.000000e+00
1.03400e+03  9.895e+10  9.897280e-01  0.000000e+00  0.000000e+00
1.03600e+03  1.008e+11  9.897671e-01  0.000000e+00  0.000000e+00
1.03800e+03  1.028e+11  9.898105e-01  0.000000e+00  0.000000e+00
1.04000e+03  1.048e+11  9.898414e-01  0.000000e+00  0.000000e+00
1.04200e+03  1.069e+11  9.898698e-01  0.000000e+00  0.000000e+00
1.04400e+03  1.092e+11  9.899054e-01  0.000000e+00  0.000000e+00
1.04600e+03  1.115e+11  9.899330e-01  0.000000e+00  0.000000e+00
1.04800e+03  1.139e+11  9.899524e-01  0.000000e+00  0.000000e+00
1.05000e+03  1.164e+11  9.899781e-01  0.000000e+00  0.000000e+00
1.05200e+03  1.191e+11  9.900014e-01  0.000000e+00  0.000000e+00
1.05400e+03  1.219e+11  9.900140e-01  0.000000e+00  0.000000e+00
1.05600e+03  1.248e+11  9.900287e-01  0.000000e+00  0.000000e+00
1.05800e+03  1.279e+11  9.900456e-01  0.000000e+00  0.000000e+00
1.06000e+03  1.310e+11  9.900524e-01  0.000000e+00  0.000000e+00
1.06200e+03  1.344e+11  9.900564e-01  0.000000e+00  0.000000e+00
1.06400e+03  1.379e+11  9.900643e-01  0.000000e+00  0.000000e+00
1.06600e+03  1.416e+11  9.900653e-01  0.000000e+00  0.000000e+00
1.06800e+03  1.455e+11  9.900592e-01  0.000000e+00  0.000000e+00
1.07000e+03  1.496e+11  9.900561e-01  0.000000e+00  0.000000e+00
1.07200e+03  1.539e+11  9.900497e-01  0.000000e+00  0.000000e+00
1.07400e+03  1.584e+11  9.900342e-01  0.000000e+00  0.000000e+00
1.07600e+03  1.631e+11  9.900183e-01  0.000000e+00  0.000000e+00
1.07800e+03  1.682e+11  9.900019e-01  0.000000e+00  0.000000e+00
1.08000e+03  1.735e+11  9.899765e-01  0.000000e+00  0.000000e+00
1.08200e+03  1.790e+11  9.899468e-01  0.000000e+00  0.000000e+00
1.08400e+03  1.850e+11  9.899173e-01  0.000000e+00  0.000000e+00
1.08600e+03  1.913e+11  9.898801e-01  0.000000e+00  0.000000e+00
1.08800e+03  1.979e+11  9.898351e-01  0.000000e+00  0.000000e+00
1.09000e+03  2.050e+11  9.897886e-01  0.000000e+00  0.000000e+00
1.09200e+03  2.125e+11  9.897360e-01  0.000000e+00  0.000000e+00
1.09400e+03  2.205e+11  9.896729e-01  0.000000e+00  0.000000e+00
1.09600e+03  2.290e+11  9.896045e-01  0.000000e+00  0.000000e+00
1.09800e+03  2.381e+11  9.895297e-01  0.000000e+00  0.000000e+00
1.10000e+03  2.478e+11  9.894419e-01  0.000000e+00  0.000000e+00
1.10200e+03  2.583e+11  9.893426e-01  0.000000e+00  0.000000e+00
1.10400e+03  2.695e+11  9.892319e-01  0.000000e+00  0.000000e+00
1.10600e+03  2.817e+11  9.891022e-01  0.000000e+00  0.000000e+00
1.10800e+03  2.948e+11  9.889484e-01  0.000000e+00  0.000000e+00
1.11000e+03  3.092e+11  9.887686e-01  0.000000e+00  0.000000e+00
1.11200e+03  3.249e+11  9.885448e-01  0.000000e+00  0.000000e+00
1.11400e+03  3.421e+11  9.882635e-01  0.000000e+00  0.000000e+00
1.11600e+03  3.613e+11  9.879060e-01  0.000000e+00  0.000000e+00
1.11800e+03  3.828e+11  9.874481e-01  0.000000e+00  0.000000e+00
1.12000e+03  4.069e+11  9.868337e-01  0.000000e+00  0.000000e+00
1.12200e+03  4.343e+11  9.859797e-01  0.000000e+00  0.000000e+00
1.12400e+03  4.655e+11  9.848508e-01  0.000000e+00  0.000000e+00
1.12600e+03  5.013e+11  9.833424e-01  0.000000e+00  0.000000e+00
1.12800e+03  5.422e+11  9.813921e-01  0.000000e+00  0.000000e+00
1.13000e+03  5.892e+11  9.786761e-01  0.000000e+00  0.000000e+00
1.13200e+03  6.428e+11  9.750555e-01  0.000000e+00  0.000000e+00
1.13400e+03  7.031e+11  9.702832e-01  0.000000e+00  0.000000e+00
1.13600e+03  7.701e+11  9.641147e-01  0.000000e+00  0.000000e+00
1.13800e+03  8.436e+11  9.561246e-01  0.000000e+00  0.000000e+00
1.14000e+03  9.226e+11  9.453957e-01  0.000000e+00  0.000000e+00
1.14200e+03  1.007e+12  9.318046e-01  0.000000e+00  0.000000e+00
1.14400e+03  1.096e+12  9.144267e-01  0.000000e+00  0.000000e+00
1.14600e+03  1.190e+12  8.932550e-01  0.000000e+00  0.000000e+00
1.14800e+03  1.293e+12  8.677082e-01  0.000000e+00  0.000000e+00
1.15000e+03  1.410e+12  8.382956e-01  0.000000e+00  0.000000e+00
1.15200e+03  1.569e+12  8.081600e-01  0.000000e+00  0.000000e+00
1.15400e+03  1.809e+12  7.822332e-01  0.000000e+00  0.000000e+00
1.15600e+03  2.178e+12  7.662919e-01  0.000000e+00  0.000000e+00
1.15800e+03  2.785e+12  7.668241e-01  0.000000e+00  0.000000e+00
1.16000e+03  3.783e+12  7.840561e-01  0.000000e+00  0.000000e+00
1.16200e+03  5.392e+12  8.122519e-01  0.000000e+00  0.000000e+00
1.16400e+03  7.906e+12  8.438765e-01  0.000000e+00  0.000000e+00
1.16600e+03  1.175e+13  8.739735e-01  0.000000e+00  0.000000e+00
1.16800e+03  1.735e+13  8.993917e-01  0.000000e+00  0.000000e+00
1.17000e+03  2.542e+13  9.204935e-01  0.000000e+00  0.000000e+00
1.17200e+03  3.673e+13  9.375316e-01  0.000000e+00  0.000000e+00
1.17400e+03  5.194e+13  9.507627e-01  0.000000e+00  0.000000e+00
1.17600e+03  7.218e+13  9.613386e-01  0.000000e+00  0.000000e+00
1.17800e+03  9.835e+13  9.696552e-01  0.000000e+00  0.000000e+00
1.18000e+03  1.324e+14  9.764298e-01  0.000000e+00  0.000000e+00
1.18200e+03  1.759e+14  9.818636e-01  0.000000e+00  0.000000e+00
1.18400e+03  2.318e+14  9.862660e-01  0.000000e+00  0.000000e+00
1.18600e+03  3.061e+14  9.899208e-01  0.000000e+00  0.000000e+00
1.18800e+03  4.083e+14  9.929418e-01  0.000000e+00  0.000000e+00
1.19000e+03  5.482e+14  9.953506e-01  0.000000e+00  0.000000e+00
1.19200e+03  7.171e+14  9.971077e-01  0.000000e+00  0.000000e+00
1.19400e+03  8.691e+14  9.982716e-01  0.000000e+00  0.000000e+00
1.19600e+03  9.280e+14  9.989839e-01  0.000000e+00  0.000000e+00
1.19800e+03  8.260e+14  9.993841e-01  0.000000e+00  0.000000e+00
1.20000e+03  5.745e+14  9.995808e-01  0.000000e+00  0.000000e+00
1.20200e+03  2.975e+14  9.996371e-01  0.000000e+00  0.000000e+00
1.20400e+03  1.164e+14  9.995392e-01  0.000000e+00  0.000000e+00
1.20600e+03  4.035e+13  9.991719e-01  0.000000e+00  0.000000e+00
1.20800e+03  1.719e+13  9.985532e-01  0.000000e+00  0.000000e+00
1.21000e+03  1.022e+13  9.980383e-01  0.000000e+00  0.000000e+00
1.21200e+03  7.278e+12  9.976972e-01  0.000000e+00  0.000000e+00
1.21400e+03  5.582e+12  9.974349e-01  0.000000e+00  0.000000e+00
1.21600e+03  4.451e+12  9.972080e-01  0.000000e+00  0.000000e+00
1.21800e+03  3.648e+12  9.970063e-01  0.000000e+00  0.000000e+00
1.22000e+03  3.054e+12  9.968244e-01  0.000000e+00  0.000000e+00
1.22200e+03  2.599e+12  9.966581e-01  0.000000e+00  0.000000e+00
1.22400e+03  2.242e+12  9.965045e-01  0.000000e+00  0.000000e+00
1.22600e+03  1.957e+12  9.963621e-01  0.000000e+00  0.000000e+00
1.22800e+03  1.724e+12  9.962292e-01  0.000000e+00  0.000000e+00
1.23000e+03  1.532e+12  9.961041e-01  0.000000e+00  0.000000e+00
1.23200e+03  1.371e+12  9.959863e-01  0.000000e+00  0.000000e+00
1.23400e+03  1.236e+12  9.958747e-01  0.000000e+00  0.000000e+00
1.23600e+03  1.120e+12  9.957685e-01  0.000000e+00  0.000000e+00
1.23800e+03  1.020e+12  9.956671e-01  0.000000e+00  0.000000e+00
1.24000e+03  9.339e+11  9.955702e-01  0.000000e+00  0.000000e+00
1.24200e+03  8.584e+11  9.954771e-01  0.000000e+00  0.000000e+00
1.24400e+03  7.922e+11  9.953873e-01  0.000000e+00  0.000000e+00
1.24600e+03  7.337e+11  9.953008e-01  0.000000e+00  0.000000e+00
1.24800e+03  6.818e+11  9.952170e-01  0.000000e+00  0.000000e+00
1.25000e+03  6.355e+11  9.951358e-01  0.000000e+00  0.000000e+00
1.25200e+03  5.940e+11  9.950569e-01  0.000000e+00  0.000000e+00
1.25400e+03  5.568e+11  9.949800e-01  0.000000e+00  0.000000e+00
1.25600e+03  5.231e+11  9.949050e-01  0.000000e+00  0.000000e+00
1.25800e+03  4.927e+11  9.948318e-01  0.000000e+00  0.000000e+00
1.26000e+03  4.650e+11  9.947600e-01  0.000000e+00  0.000000e+00
1.26200e+03  4.398e+11  9.946895e-01  0.000000e+00  0.000000e+00
1.26400e+03  4.168e+11  9.946207e-01  0.000000e+00  0.000000e+00
1.26600e+03  3.958e+11  9.945528e-01  0.000000e+00  0.000000e+00
1.26800e+03  3.764e+11  9.944857e-01  0.000000e+00  0.000000e+00
1.27000e+03  3.586e+11  9.944200e-01  0.000000e+00  0.000000e+00
1.27200e+03  3.423e+11  9.943553e-01  0.000000e+00  0.000000e+00
1.27400e+03  3.271e+11  9.942907e-01  0.000000e+00  0.000000e+00
1.27600e+03  3.131e+11  9.942273e-01  0.000000e+00  0.000000e+00
1.27800e+03  3.001e+11  9.941651e-01  0.000000e+00  0.000000e+00
1.28000e+03  2.880e+11  9.941026e-01  0.000000e+00  0.000000e+00
1.28200e+03  2.768e+11  9.940407e-01  0.000000e+00  0.000000e+00
1.28400e+03  2.664e+11  9.939803e-01  0.000000e+00  0.000000e+00
1.28600e+03  2.566e+11  9.939198e-01  0.000000e+00  0.000000e+00
1.28800e+03  2.475e+11  9.938590e-01  0.000000e+00  0.000000e+00
1.29000e+03  2.390e+11  9.937999e-01  0.000000e+00  0.000000e+00
1.29200e+03  2.311e+11  9.937411e-01  0.000000e+00  0.000000e+00
1.29400e+03  2.236e+11  9.936813e-01  0.000000e+00  0.000000e+00
1.29600e+03  2.166e+11  9.936229e-01  0.000000e+00  0.000000e+00
1.29800e+03  2.101e+11  9.935656e-01  0.000000e+00  0.000000e+00
1.30000e+03  2.039e+11  9.935070e-01  0.000000e+00  0.000000e+00
1.30200e+03  1.981e+11  9.934489e-01  0.000000e+00  0.000000e+00
1.30400e+03  1.927e+11  9.933928e-01  0.000000e+00  0.000000e+00
1.30600e+03  1.876e+11  9.933357e-01  0.000000e+00  0.000000e+00
1.30800e+03  1.827e+11  9.932778e-01  0.000000e+00  0.000000e+00
1.31000e+03  1.782e+11  9.932223e-01  0.000000e+00  0.000000e+00
1.31200e+03  1.739e+11  9.931669e-01  0.000000e+00  0.000000e+00
1.31400e+03  1.698e+11  9.931097e-01  0.000000e+00  0.000000e+00
1.31600e+03  1.660e+11  9.930544e-01  0.000000e+00  0.000000e+00
1.31800e+03  1.624e+11  9.930005e-01  0.000000e+00  0.000000e+00
1.32000e+03  1.591e+11  9.929446e-01  0.000000e+00  0.000000e+00
1.32200e+03  1.558e+11  9.928892e-01  0.000000e+00  0.000000e+00
1.32400e+03  1.528e+11  9.928366e-01  0.000000e+00  0.000000e+00
1.32600e+03  1.500e+11  9.927825e-01  0.000000e+00  0.000000e+00
1.32800e+03  1.473e+11  9.927273e-01  0.000000e+00  0.000000e+00
1.33000e+03  1.448e+11  9.926754e-01  0.000000e+00  0.000000e+00
1.33200e+03  1.424e+11  9.926236e-01  0.000000e+00  0.000000e+00
1.33400e+03  1.401e+11  9.925693e-01  0.000000e+00  0.000000e+00
1.33600e+03  1.380e+11  9.925176e-01  0.000000e+00  0.000000e+00
1.33800e+03  1.361e+11  9.924680e-01  0.000000e+00  0.000000e+00
1.34000e+03  1.342e+11  9.924155e-01  0.000000e+00  0.000000e+00
1.34200e+03  1.324e+11  9.923640e-01  0.000000e+00  0.000000e+00
1.34400e+03  1.308e+11  9.923161e-01  0.000000e+00  0.000000e+00
1.34600e+03  1.293e+11  9.922663e-01  0.000000e+00  0.000000e+00
1.34800e+03  1.279e+11  9.922154e-01  0.000000e+00  0.000000e+00
1.35000e+03  1.266e+11  9.921687e-01  0.000000e+00  0.000000e+00
1.35200e+03  1.254e+11  9.921221e-01  0.000000e+00  0.000000e+00
1.35400e+03  1.242e+11  9.920726e-01  0.000000e+00  0.000000e+00
1.35600e+03  1.232e+11  9.920266e-01  0.000000e+00  0.000000e+00
1.35800e+03  1.222e+11  9.919832e-01  0.000000e+00  0.000000e+00
1.36000e+03  1.214e+11  9.919364e-01  0.000000e+00  0.000000e+00
1.36200e+03  1.205e+11  9.918910e-01  0.000000e+00  0.000000e+00
1.36400e+03  1.199e+11  9.918502e-01  0.000000e+00  0.000000e+00
1.36600e+03  1.193e+11  9.918071e-01  0.000000e+00  0.000000e+00
1.36800e+03  1.187e+11  9.917628e-01  0.000000e+00  0.000000e+00
1.37000e+03  1.182e+11  9.917239e-01  0.000000e+00  0.000000e+00
1.37200e+03  1.178e+11  9.916851e-01  0.000000e+00  0.000000e+00
1.37400e+03  1.175e+11  9.916431e-01  0.000000e+00  0.000000e+00
1.37600e+03  1.173e+11  9.916055e-01  0.000000e+00  0.000000e+00
1.37800e+03  1.171e+11  9.915708e-01  0.000000e+00  0.000000e+00
1.38000e+03  1.170e+11  9.915324e-01  0.000000e+00  0.000000e+00
1.38200e+03  1.170e+11  9.914960e-01  0.000000e+00  0.000000e+00
1.38400e+03  1.170e+11  9.914649e-01  0.000000e+00  0.000000e+00
1.38600e+03  1.172e+11  9.914312e-01  0.000000e+00  0.000000e+00
1.38800e+03  1.173e+11  9.913966e-01  0.000000e+00  0.000000e+00
1.39000e+03  1.176e+11  9.913681e-01  0.000000e+00  0.000000e+00
1.39200e+03  1.180e+11  9.913397e-01  0.000000e+00  0.000000e+00
1.39400e+03  1.184e+11  9.913082e-01  0.000000e+00  0.000000e+00
1.39600e+03  1.189e+11  9.912817e-01  0.000000e+00  0.000000e+00
1.39800e+03  1.195e+11  9.912584e-01  0.000000e+00  0.000000e+00
1.40000e+03  1.201e+11  9.912313e-01  0.000000e+00  0.000000e+00
1.40200e+03  1.208e+11  9.912067e-01  0.000000e+00  0.000000e+00
1.40400e+03  1.216e+11  9.911877e-01  0.000000e+00  0.000000e+00
1.40600e+03  1.225e+11  9.911662e-01  0.000000e+00  0.000000e+00
1.40800e+03  1.235e+11  9.911441e-01  0.000000e+00  0.000000e+00
1.41000e+03  1.245e+11  9.911285e-01  0.000000e+00  0.000000e+00
1.41200e+03  1.257e+11  9.911131e-01  0.000000e+00  0.000000e+00
1.41400e+03  1.269e+11  9.910947e-01  0.000000e+00  0.000000e+00
1.41600e+03  1.283e+11  9.910818e-01  0.000000e+00  0.000000e+00
1.41800e+03  1.298e+11  9.910722e-01  0.000000e+00  0.000000e+00
1.42000e+03  1.313e+11  9.910589e-01  0.000000e+00  0.000000e+00
1.42200e+03  1.329e+11  9.910485e-01  0.000000e+00  0.000000e+00
1.42400e+03  1.347e+11  9.910440e-01  0.000000e+00  0.000000e+00
1.42600e+03  1.366e+11  9.910369e-01  0.000000e+00  0.000000e+00
1.42800e+03  1.386e+11  9.910297e-01  0.000000e+00  0.000000e+00
1.43000e+03  1.407e+11  9.910293e-01  0.000000e+00  0.000000e+00
1.43200e+03  1.430e+11  9.910289e-01  0.000000e+00  0.000000e+00
1.43400e+03  1.454e+11  9.910259e-01  0.000000e+00  0.000000e+00
1.43600e+03  1.479e+11  9.910289e-01  0.000000e+00  0.000000e+00
1.43800e+03  1.506e+11  9.910350e-01  0.000000e+00  0.000000e+00
1.44000e+03  1.535e+11  9.910377e-01  0.000000e+00  0.000000e+00
1.44200e+03  1.565e+11  9.910438e-01  0.000000e+00  0.000000e+00
1.44400e+03  1.597e+11  9.910557e-01  0.000000e+00  0.000000e+00
1.44600e+03  1.631e+11  9.910650e-01  0.000000e+00  0.000000e+00
1.44800e+03  1.667e+11  9.910749e-01  0.000000e+00  0.000000e+00
1.45000e+03  1.706e+11  9.910915e-01  0.000000e+00  0.000000e+00
1.45200e+03  1.747e+11  9.911081e-01  0.000000e+00  0.000000e+00
1.45400e+03  1.790e+11  9.911227e-01  0.000000e+00  0.000000e+00
1.45600e+03  1.835e+11  9.911434e-01  0.000000e+00  0.000000e+00
1.45800e+03  1.884e+11  9.911670e-01  0.000000e+00  0.000000e+00
1.46000e+03  1.936e+11  9.911875e-01  0.000000e+00  0.000000e+00
1.46200e+03  1.991e+11  9.912119e-01  0.000000e+00  0.000000e+00
1.46400e+03  2.050e+11  9.912415e-01  0.000000e+00  0.000000e+00
1.46600e+03  2.112e+11  9.912686e-01  0.000000e+00  0.000000e+00
1.46800e+03  2.178e+11  9.912959e-01  0.000000e+00  0.000000e+00
1.47000e+03  2.249e+11  9.913250e-01  0.000000e+00  0.000000e+00
1.47200e+03  2.326e+11  9.913424e-01  0.000000e+00  0.000000e+00
1.47400e+03  2.407e+11  9.913457e-01  0.000000e+00  0.000000e+00
1.47600e+03  2.494e+11  9.913388e-01  0.000000e+00  0.000000e+00
1.47800e+03  2.589e+11  9.913172e-01  0.000000e+00  0.000000e+00
1.48000e+03  2.691e+11  9.912789e-01  0.000000e+00  0.000000e+00
1.48200e+03  2.801e+11  9.912273e-01  0.000000e+00  0.000000e+00
1.48400e+03  2.921e+11  9.911561e-01  0.000000e+00  0.000000e+00
1.48600e+03  3.052e+11  9.910492e-01  0.000000e+00  0.000000e+00
1.48800e+03  3.197e+11  9.909007e-01  0.000000e+00  0.000000e+00
1.49000e+03  3.358e+11  9.907064e-01  0.000000e+00  0.000000e+00
1.49200e+03  3.540e+11  9.904511e-01  0.000000e+00  0.000000e+00
1.49400e+03  3.747e+11  9.901254e-01  0.000000e+00  0.000000e+00
1.49600e+03  3.987e+11  9.897296e-01  0.000000e+00  0.000000e+00
1.49800e+03  4.269e+11  9.892594e-01  0.000000e+00  0.000000e+00
1.50000e+03  4.608e+11  9.887148e-01  0.000000e+00  0.000000e+00
1.50200e+03  5.021e+11  9.881157e-01  0.000000e+00  0.000000e+00
1.50400e+03  5.538e+11  9.874928e-01  0.000000e+00  0.000000e+00
1.50600e+03  6.185e+11  9.868750e-01  0.000000e+00  0.000000e+00
1.50800e+03  7.013e+11  9.863182e-01  0.000000e+00  0.000000e+00
1.51000e+03  8.110e+11  9.858999e-01  0.000000e+00  0.000000e+00
1.51200e+03  9.525e+11  9.856405e-01  0.000000e+00  0.000000e+00
1.51400e+03  1.139e+12  9.856028e-01  0.000000e+00  0.000000e+00
1.51600e+03  1.389e+12  9.858162e-01  0.000000e+00  0.000000e+00
1.51800e+03  1.713e+12  9.862096e-01  0.000000e+00  0.000000e+00
1.52000e+03  2.147e+12  9.868309e-01  0.000000e+00  0.000000e+00
1.52200e+03  2.722e+12  9.876104e-01  0.000000e+00  0.000000e+00
1.52400e+03  3.466e+12  9.884652e-01  0.000000e+00  0.000000e+00
1.52600e+03  4.457e+12  9.894487e-01  0.000000e+00  0.000000e+00
1.52800e+03  5.744e+12  9.904461e-01  0.000000e+00  0.000000e+00
1.53000e+03  7.398e+12  9.914318e-01  0.000000e+00  0.000000e+00
1.53200e+03  9.560e+12  9.924359e-01  0.000000e+00  0.000000e+00
1.53400e+03  1.229e+13  9.933665e-01  0.000000e+00  0.000000e+00
1.53600e+03  1.574e+13  9.942403e-01  0.000000e+00  0.000000e+00
1.53800e+03  2.008e+13  9.950630e-01  0.000000e+00  0.000000e+00
1.54000e+03  2.541e+13  9.957959e-01  0.000000e+00  0.000000e+00
1.54200e+03  3.195e+13  9.964691e-01  0.000000e+00  0.000000e+00
1.54400e+03  3.991e+13  9.970794e-01  0.000000e+00  0.000000e+00
1.54600e+03  4.939e+13  9.976144e-01  0.000000e+00  0.000000e+00
1.54800e+03  6.068e+13  9.980872e-01  0.000000e+00  0.000000e+00
1.55000e+03  7.390e+13  9.984971e-01  0.000000e+00  0.000000e+00
1.55200e+03  8.913e+13  9.988440e-01  0.000000e+00  0.000000e+00
1.55400e+03  1.065e+14  9.991305e-01  0.000000e+00  0.000000e+00
1.55600e+03  1.260e+14  9.993563e-01  0.000000e+00  0.000000e+00
1.55800e+03  1.475e+14  9.995204e-01  0.000000e+00  0.000000e+00
1.56000e+03  1.710e+14  9.996212e-01  0.000000e+00  0.000000e+00
1.56200e+03  1.961e+14  9.996560e-01  0.000000e+00  0.000000e+00
1.56400e+03  2.224e+14  9.996202e-01  0.000000e+00  0.000000e+00
1.56600e+03  2.494e+14  9.995079e-01  0.000000e+00  0.000000e+00
1.56800e+03  2.764e+14  9.993095e-01  0.000000e+00  0.000000e+00
1.57000e+03  3.028e+14  9.990103e-01  0.000000e+00  0.000000e+00
1.57200e+03  3.278e+14  9.985971e-01  0.000000e+00  0.000000e+00
1.57400e+03  3.504e+14  9.980308e-01  0.000000e+00  0.000000e+00
1.57600e+03  3.695e+14  9.972618e-01  0.000000e+00  0.000000e+00
1.57800e+03  3.842e+14  9.962837e-01  0.000000e+00  0.000000e+00
1.58000e+03  3.936e+14  9.948469e-01  0.000000e+00  0.000000e+00
1.58200e+03  3.975e+14  9.926531e-01  0.000000e+00  0.000000e+00
1.58400e+03  3.953e+14  9.895345e-01  0.000000e+00  0.000000e+00
1.58600e+03  3.854e+14  9.850312e-01  0.000000e+00  0.000000e+00
1.58800e+03  3.652e+14  9.790702e-01  0.000000e+00  0.000000e+00
1.59000e+03  3.326e+14  9.721240e-01  0.000000e+00  0.000000e+00
1.59200e+03  2.871e+14  9.652724e-01  0.000000e+00  0.000000e+00
1.59400e+03  2.312e+14  9.596682e-01  0.000000e+00  0.000000e+00
1.59600e+03  1.705e+14  9.559234e-01  0.000000e+00  0.000000e+00
1.59800e+03  1.127e+14  9.540016e-01  0.000000e+00  0.000000e+00
1.60000e+03  6.582e+13  9.536176e-01  0.000000e+00  0.000000e+00
1.60200e+03  3.404e+13  9.547172e-01  0.000000e+00  0.000000e+00
1.60400e+03  1.631e+13  9.577327e-01  0.000000e+00  0.000000e+00
1.60600e+03  8.077e+12  9.629693e-01  0.000000e+00  0.000000e+00
1.60800e+03  4.710e+12  9.688927e-01  0.000000e+00  0.000000e+00
1.61000e+03  3.315e+12  9.731366e-01  0.000000e+00  0.000000e+00
1.61200e+03  2.619e+12  9.755461e-01  0.000000e+00  0.000000e+00
1.61400e+03  2.182e+12  9.770352e-01  0.000000e+00  0.000000e+00
1.61600e+03  1.868e+12  9.781163e-01  0.000000e+00  0.000000e+00
1.61800e+03  1.626e+12  9.789821e-01  0.000000e+00  0.000000e+00
1.62000e+03  1.434e+12  9.796985e-01  0.000000e+00  0.000000e+00
1.62200e+03  1.277e+12  9.803149e-01  0.000000e+00  0.000000e+00
1.62400e+03  1.146e+12  9.808508e-01  0.000000e+00  0.000000e+00
1.62600e+03  1.037e+12  9.813126e-01  0.000000e+00  0.000000e+00
1.62800e+03  9.436e+11  9.817223e-01  0.000000e+00  0.000000e+00
